,Date,Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta
483,2018-12-05,0.0,0.0,0.0,0.0,0.0,-39.59,-52.78,-314.14,10.1,8.35,8.5,0.0,0.0,-4.662372529,-18.51197711
484,2018-12-06,0.0,0.0,0.0,0.0,0.0,-39.59,-52.78,-314.17,7.5,5.85,5.95,0.0,0.0,-4.662372529,-18.51197711
485,2018-12-07,3.2,12.6,0.8,14.6,3.8,-39.59,-52.78,-314.18,7.35,6.45,6.3,0.0,0.0,-4.662372529,-18.51197711
486,2018-12-08,3.0,4.0,2.0,5.0,0.6,-39.59,-52.78,-314.26,7.6,5.95,6.15,0.0,0.0,-4.662372529,-18.51197711
487,2018-12-09,0.0,0.0,0.0,0.0,0.0,-39.59,-52.78,-314.27,7.2,6.5,6.05,0.0,0.0,-4.429253902,-17.58637825
488,2018-12-10,0.0,1.4,0.2,4.6,0.6,-39.6,-52.79,-314.26,7.35,4.8,5.05,0.0,0.0,-4.662372529,-18.51197711
489,2018-12-11,0.0,0.0,0.0,0.0,0.0,-39.6,-52.79,-314.25,2.7,1.25,2.3,0.0,0.0,-4.662372529,-18.51197711
490,2018-12-12,0.0,0.0,0.0,0.0,0.0,-39.6,-52.79,-314.26,2.45,1.3,1.15,0.0,0.0,-4.662372529,-18.51197711
491,2018-12-13,3.2,0.2,3.0,0.0,6.4,-39.6,-52.79,-314.32,0.55,1.0,0.65,0.0,0.0,-4.662372529,-18.51197711
492,2018-12-14,7.2,6.2,4.6,4.8,8.2,-39.6,-52.79,-314.35,0.15,1.45,0.0,0.0,0.0,-4.662372529,-18.51197711
493,2019-01-10,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-314.56,0.0,0.5,0.25,0.0,0.0,-4.608844953,-18.43629553
494,2019-01-11,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-314.48,-0.8,-1.7,-1.0,0.0,0.0,-4.608844953,-18.43629553
495,2019-01-12,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-314.46,1.2,-1.25,0.4,0.0,0.0,-4.608844953,-18.43629553
496,2019-01-13,0.0,0.2,0.0,0.0,0.0,-39.55,-52.81,-314.51,3.65,3.15,2.5,0.0,0.0,-4.378402706,-17.51448075
497,2019-01-14,0.0,0.0,0.0,0.0,0.0,-39.56,-52.81,-314.57,5.15,4.9,4.2,0.0,0.0,-4.608844953,-18.43629553
498,2019-01-15,0.0,0.0,0.0,0.0,0.0,-39.56,-52.82,-314.48,4.65,3.1,3.0,0.0,0.0,-4.608844953,-18.43629553
499,2019-01-16,0.0,0.0,0.0,0.0,0.0,-39.56,-52.82,-314.43,4.95,2.85,2.45,0.0,0.0,-4.608844953,-18.43629553
500,2019-01-17,0.2,1.8,1.2,2.2,1.0,-39.56,-52.82,-314.51,4.05,4.6,4.05,0.0,0.0,-4.608844953,-18.43629553
501,2019-01-18,4.8,14.4,13.0,15.6,10.0,-39.56,-52.82,-314.56,4.9,4.15,3.65,0.0,0.0,-4.608844953,-18.43629553
502,2019-01-19,2.2,9.4,6.4,8.8,6.0,-39.56,-52.82,-314.55,2.35,1.95,1.55,0.0,0.0,-4.608844953,-18.43629553
503,2019-01-20,2.0,2.2,2.4,3.8,3.2,-39.56,-52.82,-314.54,2.25,1.65,1.45,0.0,0.0,-4.378402706,-17.51448075
504,2019-01-21,0.0,0.2,0.0,1.6,0.0,-39.56,-52.82,-314.55,0.45,1.45,0.3,0.0,0.0,-4.608844953,-18.43629553
505,2019-01-22,4.0,1.2,1.0,1.0,12.0,-39.56,-52.82,-314.62,-1.25,-0.95,-1.0,0.0,0.0,-4.608844953,-18.43629553
506,2019-01-23,4.0,0.0,4.2,0.0,4.2,-39.56,-52.82,-314.7,0.2,-0.2,0.05,0.0,0.0,-4.608844953,-18.43629553
507,2019-01-24,12.6,19.4,9.0,0.6,61.4,-39.56,-52.82,-314.71,-0.1,-0.4,0.0,0.0,0.0,-4.608844953,-18.43629553
508,2019-01-25,0.0,0.0,0.0,0.2,64.6,-39.56,-52.82,-314.64,-1.25,-0.65,-0.55,0.0,0.0,-4.608844953,-18.43629553
509,2019-01-26,0.0,0.0,0.0,2.4,0.8,-39.57,-52.82,-314.56,1.3,1.65,1.25,0.0,0.0,-4.608844953,-18.43629553
510,2019-01-27,0.0,0.0,0.0,10.2,0.4,-39.57,-52.82,-314.58,3.95,2.9,2.65,0.0,0.0,-4.378402706,-17.51448075
511,2019-01-28,5.4,19.0,17.8,44.2,7.8,-39.56,-52.82,-314.67,3.1,2.25,2.6,0.0,0.0,-4.608844953,-18.43629553
512,2019-01-29,7.8,7.6,5.4,3.2,5.8,-39.56,-52.82,-314.61,-0.2,0.4,-0.45,0.0,0.0,-4.608844953,-18.43629553
513,2019-01-30,0.2,0.0,0.0,4.4,1.2,-39.56,-52.82,-314.64,-0.65,-2.05,-1.65,0.0,0.0,-4.608844953,-18.43629553
514,2019-01-31,11.8,13.2,14.2,0.4,1.0,-39.56,-52.82,-314.61,1.1,0.15,0.95,0.0,0.0,-4.608844953,-18.43629553
515,2019-02-01,9.8,20.2,20.8,41.4,13.6,-39.55,-52.81,-314.61,6.15,6.25,5.95,-0.336304945,-2.61592033,-5.131288265,-20.52221939
516,2019-02-02,54.6,76.3,67.8,88.6,21.6,-39.5,-52.78,-314.63,5.0,5.65,4.95,-0.336304945,-2.61592033,-5.131288265,-20.52221939
517,2019-02-03,22.6,44.0,35.4,50.0,17.2,-39.44,-52.74,-314.59,3.05,3.35,2.85,-0.319489698,-2.485124313,-4.874723852,-19.49610842
518,2019-02-04,4.8,7.6,7.4,9.4,12.8,-39.42,-52.73,-314.44,2.65,4.5,2.45,-0.336304945,-2.61592033,-5.131288265,-20.52221939
519,2019-02-05,0.0,0.0,0.0,0.0,4.8,-39.43,-52.73,-314.39,3.4,3.2,3.6,-0.336304945,-2.61592033,-5.131288265,-20.52221939
520,2019-02-06,0.0,0.0,0.0,0.0,2.2,-39.44,-52.74,-314.37,4.75,4.25,4.45,-0.336304945,-2.61592033,-5.131288265,-20.52221939
521,2019-02-07,0.0,0.0,0.0,0.0,0.0,-39.45,-52.74,-314.35,5.4,4.55,4.3,-0.336304945,-2.61592033,-5.131288265,-20.52221939
522,2019-02-08,0.0,0.0,0.0,0.0,0.0,-39.46,-52.75,-314.34,5.6,4.1,4.7,-0.336304945,-2.61592033,-5.131288265,-20.52221939
523,2019-02-09,0.0,0.0,0.0,0.0,0.0,-39.47,-52.76,-314.3,5.95,4.15,4.3,-0.336304945,-2.61592033,-5.131288265,-20.52221939
524,2019-02-10,0.0,0.0,0.2,0.2,0.0,-39.48,-52.76,-314.3,5.3,4.2,3.85,-0.319489698,-2.485124313,-4.874723852,-19.49610842
525,2019-02-11,0.0,0.0,0.0,0.0,0.0,-39.48,-52.76,-314.35,5.4,3.8,4.65,-0.336304945,-2.61592033,-5.131288265,-20.52221939
526,2019-02-12,0.0,0.0,0.0,0.0,0.0,-39.49,-52.77,-314.23,5.0,3.0,3.85,-0.336304945,-2.61592033,-5.131288265,-20.52221939
527,2019-02-13,0.0,0.0,0.0,0.0,0.0,-39.5,-52.77,-314.13,3.6,3.1,2.55,-0.336304945,-2.61592033,-5.131288265,-20.52221939
528,2019-02-14,0.0,0.0,0.0,0.0,0.0,-39.5,-52.78,-314.1,7.6,7.35,7.0,-0.336304945,-2.61592033,-5.131288265,-20.52221939
529,2019-02-15,0.0,0.0,0.0,0.0,0.0,-39.51,-52.78,-314.12,7.15,7.55,6.7,-0.336304945,-2.61592033,-5.131288265,-20.52221939
530,2019-02-16,0.0,0.0,0.0,0.0,0.0,-39.51,-52.78,-314.11,6.65,5.0,5.25,-0.336304945,-2.61592033,-5.131288265,-20.52221939
531,2019-02-17,0.0,0.0,0.0,0.0,0.0,-39.51,-52.78,-314.1,7.85,6.35,5.95,-0.319489698,-2.485124313,-4.874723852,-19.49610842
532,2019-02-18,0.0,0.0,0.0,0.0,0.0,-39.51,-52.79,-314.11,6.75,5.2,5.25,-0.336304945,-2.61592033,-5.131288265,-20.52221939
533,2019-02-19,0.0,0.0,0.0,0.0,0.0,-39.52,-52.79,-314.12,4.45,4.05,3.55,-0.336304945,-2.61592033,-5.131288265,-20.52221939
534,2019-02-20,0.0,0.0,0.0,0.0,0.0,-39.52,-52.79,-314.1,5.4,4.05,3.65,-0.336304945,-2.61592033,-5.131288265,-20.52221939
535,2019-02-21,0.0,0.0,0.0,0.2,0.0,-39.52,-52.79,-314.06,6.75,5.75,5.3,-0.336304945,-2.61592033,-5.131288265,-20.52221939
536,2019-02-22,0.0,0.0,0.0,0.0,0.0,-39.52,-52.79,-314.06,7.55,7.0,6.7,-0.336304945,-2.61592033,-5.131288265,-20.52221939
537,2019-02-23,4.0,0.0,0.0,0.0,0.0,-39.53,-52.79,-314.07,1.7,2.15,1.45,-0.336304945,-2.61592033,-5.131288265,-20.52221939
538,2019-02-24,4.8,0.0,0.0,0.0,0.0,-39.53,-52.79,-314.02,0.25,2.95,0.4,-0.319489698,-2.485124313,-4.874723852,-19.49610842
539,2019-02-25,0.6,0.0,0.0,0.0,0.0,-39.53,-52.8,-314.0,4.55,4.4,4.6,-0.336304945,-2.61592033,-5.131288265,-20.52221939
540,2019-02-26,0.8,0.0,0.0,0.0,0.0,-39.53,-52.8,-313.99,8.15,6.7,6.65,-0.336304945,-2.61592033,-5.131288265,-20.52221939
541,2019-02-27,0.0,0.0,0.0,0.0,0.0,-39.53,-52.8,-314.0,11.35,10.6,9.55,-0.336304945,-2.61592033,-5.131288265,-20.52221939
542,2019-02-28,0.0,0.0,0.0,0.0,0.0,-39.53,-52.8,-314.01,9.35,8.05,8.2,-0.336304945,-2.61592033,-5.131288265,-20.52221939
543,2019-03-01,0.0,0.0,0.0,0.0,0.0,-39.53,-52.8,-314.08,6.35,5.05,4.95,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
544,2019-03-02,0.0,0.0,0.0,0.0,0.0,-39.53,-52.8,-314.06,9.4,8.1,7.95,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
545,2019-03-03,0.0,0.0,0.0,0.0,0.0,-39.53,-52.8,-314.0,9.55,7.1,7.8,-0.299917274,-2.300779396,-4.447581686,-17.54010406
546,2019-03-04,0.0,0.0,0.0,0.0,0.0,-39.53,-52.8,-314.02,7.05,6.7,5.65,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
547,2019-03-05,0.0,0.0,0.0,0.0,0.0,-39.54,-52.8,-314.02,7.85,7.65,6.4,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
548,2019-03-06,0.0,0.0,0.0,0.0,0.0,-39.54,-52.8,-313.97,8.55,6.0,6.2,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
549,2019-03-07,0.0,0.0,0.0,0.0,0.0,-39.54,-52.8,-313.99,10.6,10.15,10.05,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
550,2019-03-08,0.0,0.0,0.0,0.0,0.0,-39.54,-52.8,-313.95,8.7,7.9,7.0,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
551,2019-03-09,0.0,0.0,0.0,0.0,0.0,-39.54,-52.8,-313.9,8.8,7.45,6.9,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
552,2019-03-10,0.0,0.0,0.0,0.0,0.0,-39.54,-52.8,-313.91,8.8,6.05,6.55,-0.299917274,-2.300779396,-4.447581686,-17.54010406
553,2019-03-11,0.0,0.0,0.0,0.0,0.0,-39.54,-52.8,-313.97,6.15,6.25,5.55,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
554,2019-03-12,3.2,4.8,4.2,0.2,0.8,-39.55,-52.8,-313.92,3.25,2.35,3.4,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
555,2019-03-13,0.0,0.0,0.0,4.2,2.6,-39.54,-52.8,-313.96,5.7,4.2,3.7,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
556,2019-03-14,0.4,3.2,3.0,5.2,1.4,-39.54,-52.8,-313.97,5.9,5.05,6.0,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
557,2019-03-15,0.0,0.0,0.0,0.0,0.0,-39.54,-52.8,-313.95,9.0,9.0,8.75,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
558,2019-03-16,0.0,0.0,0.0,0.0,0.0,-39.55,-52.8,-313.9,8.5,6.15,7.0,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
559,2019-03-17,0.0,0.0,0.0,0.0,0.0,-39.55,-52.8,-313.9,8.75,8.55,7.15,-0.299917274,-2.300779396,-4.447581686,-17.54010406
560,2019-03-18,0.0,0.0,0.0,0.0,0.0,-39.55,-52.8,-313.93,6.75,6.45,5.95,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
561,2019-03-19,1.2,2.0,4.2,3.6,2.8,-39.55,-52.8,-313.9,3.05,3.1,2.8,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
562,2019-03-20,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-313.83,3.65,4.2,3.7,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
563,2019-03-21,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-313.8,7.1,7.15,7.05,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
564,2019-03-22,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-313.79,10.6,9.8,9.45,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
565,2019-03-23,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-313.81,12.2,10.4,10.15,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
566,2019-03-24,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-313.82,13.15,11.1,11.4,-0.299917274,-2.300779396,-4.447581686,-17.54010406
567,2019-03-25,0.0,0.0,0.0,0.0,0.0,-39.55,-52.8,-313.88,10.75,11.3,10.4,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
568,2019-03-26,2.2,4.8,0.4,4.0,1.6,-39.55,-52.8,-313.91,2.9,4.0,2.8,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
569,2019-03-27,2.4,0.0,0.0,0.6,0.4,-39.55,-52.81,-313.84,5.75,5.5,5.6,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
570,2019-03-28,0.0,0.0,0.0,0.0,0.8,-39.55,-52.8,-313.81,4.9,4.95,4.85,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
571,2019-03-29,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-313.77,7.45,6.95,6.5,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
572,2019-03-30,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-313.78,9.15,7.1,7.7,-0.315702393,-2.421873049,-4.6816649319999994,-18.46326743
573,2019-03-31,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-313.83,12.15,9.8,10.15,-0.299917274,-2.300779396,-4.447581686,-17.54010406
574,2019-04-01,0.0,0.0,0.0,0.0,0.0,-39.55,-52.81,-313.85,12.9,10.95,11.55,-0.326077778,-2.473255556,-4.849788889,-19.10786667
575,2019-04-02,0.0,0.0,0.0,0.0,0.0,-39.55,-52.8,-313.85,11.0,11.35,10.9,-0.326077778,-2.473255556,-4.849788889,-19.10786667
576,2019-04-03,0.0,0.0,0.0,0.0,0.0,-39.54,-52.8,-313.89,7.75,7.3,7.0,-0.326077778,-2.473255556,-4.849788889,-19.10786667
577,2019-04-04,4.2,9.0,11.0,10.0,5.8,-39.53,-52.79,-313.96,4.9,4.65,5.0,-0.326077778,-2.473255556,-4.849788889,-19.10786667
578,2019-04-05,63.4,85.6,74.8,90.4,23.4,-39.51,-52.78,-313.94,4.4,4.05,4.35,-0.326077778,-2.473255556,-4.849788889,-19.10786667
579,2019-04-06,0.0,0.0,0.0,0.0,6.2,-39.52,-52.78,-313.89,7.65,5.9,5.8,-0.326077778,-2.473255556,-4.849788889,-19.10786667
580,2019-04-07,0.8,1.8,1.8,2.8,2.6,-39.52,-52.78,-313.88,7.25,6.7,5.5,-0.30977388899999997,-2.3495927780000003,-4.607299444,-18.15247333
581,2019-04-08,0.0,0.2,0.0,0.2,0.0,-39.52,-52.78,-313.86,6.8,6.2,5.8,-0.326077778,-2.473255556,-4.849788889,-19.10786667
582,2019-04-09,0.0,0.0,0.0,0.0,0.0,-39.52,-52.78,-313.84,9.5,9.6,8.2,-0.326077778,-2.473255556,-4.849788889,-19.10786667
583,2019-04-10,0.0,0.8,0.0,1.4,1.0,-39.52,-52.79,-313.84,7.95,7.15,6.7,-0.326077778,-2.473255556,-4.849788889,-19.10786667
584,2019-04-11,3.4,3.2,2.0,3.0,2.2,-39.52,-52.79,-313.83,8.2,7.65,7.7,-0.326077778,-2.473255556,-4.849788889,-19.10786667
585,2019-04-12,8.0,10.0,12.2,17.8,3.0,-39.52,-52.79,-313.8,8.15,7.85,7.75,-0.326077778,-2.473255556,-4.849788889,-19.10786667
586,2019-04-13,8.6,0.0,2.0,0.0,0.2,-39.52,-52.79,-313.78,6.15,6.4,6.1,-0.326077778,-2.473255556,-4.849788889,-19.10786667
587,2019-04-14,0.0,0.0,0.0,0.0,0.0,-39.52,-52.79,-313.78,6.15,4.9,4.35,-0.30977388899999997,-2.3495927780000003,-4.607299444,-18.15247333
588,2019-04-15,3.0,21.8,4.4,14.2,4.2,-39.53,-52.79,-313.73,6.7,7.05,6.3,-0.326077778,-2.473255556,-4.849788889,-19.10786667
589,2019-04-16,0.0,0.0,0.0,0.0,0.0,-39.53,-52.79,-313.68,8.75,7.4,6.85,-0.326077778,-2.473255556,-4.849788889,-19.10786667
590,2019-04-17,2.4,8.5,0.0,7.2,1.6,-39.53,-52.79,-313.66,10.1,9.55,9.3,-0.326077778,-2.473255556,-4.849788889,-19.10786667
591,2019-04-18,0.0,0.0,0.0,0.0,0.0,-39.53,-52.79,-313.64,11.0,10.1,9.45,-0.326077778,-2.473255556,-4.849788889,-19.10786667
592,2019-04-19,0.0,0.0,0.0,0.0,0.0,-39.53,-52.79,-313.6,11.45,10.25,10.5,-0.326077778,-2.473255556,-4.849788889,-19.10786667
593,2019-04-20,0.0,0.0,0.0,0.0,0.0,-39.53,-52.79,-313.62,12.7,10.55,11.05,-0.326077778,-2.473255556,-4.849788889,-19.10786667
594,2019-04-21,0.0,0.0,0.0,0.0,0.0,-39.53,-52.79,-313.66,14.3,13.2,12.9,-0.30977388899999997,-2.3495927780000003,-4.607299444,-18.15247333
595,2019-04-22,0.0,0.0,0.0,0.0,0.0,-39.53,-52.79,-313.75,13.95,13.15,12.6,-0.326077778,-2.473255556,-4.849788889,-19.10786667
596,2019-04-23,28.6,46.9,33.4,48.0,15.0,-39.52,-52.79,-313.78,10.55,10.6,10.3,-0.326077778,-2.473255556,-4.849788889,-19.10786667
597,2019-04-24,13.6,16.0,38.4,19.6,12.2,-39.51,-52.78,-313.68,13.9,12.85,13.25,-0.326077778,-2.473255556,-4.849788889,-19.10786667
598,2019-04-25,0.0,0.0,0.0,0.0,0.0,-39.51,-52.78,-313.64,17.45,14.75,15.3,-0.326077778,-2.473255556,-4.849788889,-19.10786667
599,2019-04-26,0.2,0.0,0.6,0.4,0.2,-39.51,-52.78,-313.65,10.95,11.3,10.65,-0.326077778,-2.473255556,-4.849788889,-19.10786667
600,2019-04-27,5.0,7.8,5.6,6.6,1.4,-39.51,-52.78,-313.64,11.35,10.6,11.25,-0.326077778,-2.473255556,-4.849788889,-19.10786667
601,2019-04-28,0.0,0.0,0.0,0.0,0.0,-39.51,-52.78,-313.67,10.2,8.55,8.85,-0.30977388899999997,-2.3495927780000003,-4.607299444,-18.15247333
602,2019-04-29,1.8,1.4,0.4,3.0,1.4,-39.51,-52.78,-313.68,5.7,6.2,6.05,-0.326077778,-2.473255556,-4.849788889,-19.10786667
603,2019-04-30,5.0,4.8,6.8,4.2,1.8,-39.51,-52.78,-313.65,8.75,7.35,8.6,-0.326077778,-2.473255556,-4.849788889,-19.10786667
604,2019-05-01,0.0,0.0,0.0,0.0,0.0,-39.51,-52.78,-313.63,10.75,9.85,9.6,-0.29973607,-2.491041056,-4.767845994,-18.55784599
605,2019-05-02,2.6,4.6,4.6,3.6,3.0,-39.51,-52.78,-313.61,11.3,9.65,9.7,-0.29973607,-2.491041056,-4.767845994,-18.55784599
606,2019-05-03,0.0,0.0,0.0,0.0,0.0,-39.51,-52.78,-313.63,11.55,10.95,10.6,-0.29973607,-2.491041056,-4.767845994,-18.55784599
607,2019-05-04,0.0,0.0,0.0,0.0,0.0,-39.51,-52.78,-313.68,10.4,9.6,9.5,-0.29973607,-2.491041056,-4.767845994,-18.55784599
608,2019-05-05,2.6,5.0,3.6,7.8,2.2,-39.51,-52.77,-313.72,5.95,4.6,5.05,-0.284749267,-2.3664890030000003,-4.529453694,-17.62995369
609,2019-05-06,11.8,6.4,10.0,8.0,11.2,-39.51,-52.77,-313.61,4.55,4.8,4.05,-0.29973607,-2.491041056,-4.767845994,-18.55784599
610,2019-05-07,0.0,0.4,0.4,1.0,0.6,-39.51,-52.77,-313.51,9.1,7.3,6.85,-0.29973607,-2.491041056,-4.767845994,-18.55784599
611,2019-05-08,0.0,0.0,0.0,0.0,0.0,-39.51,-52.77,-313.51,8.95,6.75,7.5,-0.29973607,-2.491041056,-4.767845994,-18.55784599
612,2019-05-09,2.2,7.6,7.0,9.2,3.4,-39.51,-52.77,-313.57,11.4,11.5,10.8,-0.29973607,-2.491041056,-4.767845994,-18.55784599
613,2019-05-10,0.0,0.2,0.0,0.2,0.0,-39.51,-52.77,-313.51,12.05,11.05,11.4,-0.29973607,-2.491041056,-4.767845994,-18.55784599
614,2019-05-11,0.0,0.0,0.0,0.0,0.0,-39.51,-52.77,-313.47,12.3,10.25,11.1,-0.29973607,-2.491041056,-4.767845994,-18.55784599
615,2019-05-12,17.2,10.4,14.8,10.8,2.2,-39.5,-52.77,-313.52,8.85,8.35,8.7,-0.284749267,-2.3664890030000003,-4.529453694,-17.62995369
616,2019-05-13,37.4,26.2,35.6,27.2,15.4,-39.5,-52.77,-313.49,6.9,9.2,6.9,-0.29973607,-2.491041056,-4.767845994,-18.55784599
617,2019-05-14,0.0,0.2,0.0,0.0,0.0,-39.49,-52.76,-313.46,5.55,7.35,5.35,-0.29973607,-2.491041056,-4.767845994,-18.55784599
618,2019-05-15,0.0,0.0,0.0,0.0,0.0,-39.49,-52.76,-313.48,4.35,5.25,4.35,-0.29973607,-2.491041056,-4.767845994,-18.55784599
619,2019-05-16,1.2,1.2,0.6,1.4,3.6,-39.49,-52.76,-313.45,8.65,7.7,8.5,-0.29973607,-2.491041056,-4.767845994,-18.55784599
620,2019-05-17,0.0,0.0,0.0,0.0,0.0,-39.49,-52.76,-313.45,10.9,9.0,9.0,-0.29973607,-2.491041056,-4.767845994,-18.55784599
621,2019-05-18,23.4,12.4,20.8,16.8,4.4,-39.48,-52.76,-313.47,10.4,10.25,10.05,-0.29973607,-2.491041056,-4.767845994,-18.55784599
622,2019-05-19,9.0,23.1,35.0,24.8,7.8,-39.48,-52.75,-313.44,9.5,9.05,9.65,-0.284749267,-2.3664890030000003,-4.529453694,-17.62995369
623,2019-05-20,24.4,32.6,21.6,21.8,7.2,-39.47,-52.75,-313.39,10.25,9.8,9.2,-0.29973607,-2.491041056,-4.767845994,-18.55784599
624,2019-05-21,1.6,2.6,3.0,4.0,1.8,-39.47,-52.75,-313.33,11.9,12.5,11.45,-0.29973607,-2.491041056,-4.767845994,-18.55784599
625,2019-05-22,0.0,1.2,0.6,2.2,0.4,-39.46,-52.74,-313.28,11.0,11.3,11.25,-0.29973607,-2.491041056,-4.767845994,-18.55784599
626,2019-05-23,15.2,13.9,15.8,20.0,6.2,-39.46,-52.74,-313.25,13.0,12.85,12.55,-0.29973607,-2.491041056,-4.767845994,-18.55784599
627,2019-05-24,3.2,0.2,0.4,0.8,2.2,-39.46,-52.74,-313.24,14.1,13.6,12.45,-0.29973607,-2.491041056,-4.767845994,-18.55784599
628,2019-05-25,0.0,0.0,0.2,0.2,0.2,-39.46,-52.74,-313.22,14.95,12.45,13.5,-0.29973607,-2.491041056,-4.767845994,-18.55784599
629,2019-05-26,6.2,9.4,6.4,7.2,6.6,-39.46,-52.74,-313.23,11.95,11.75,11.8,-0.284749267,-2.3664890030000003,-4.529453694,-17.62995369
630,2019-05-27,17.4,30.4,22.0,35.0,12.0,-39.45,-52.73,-313.24,14.45,13.2,13.95,-0.29973607,-2.491041056,-4.767845994,-18.55784599
631,2019-05-28,39.2,17.1,16.8,18.6,6.8,-39.44,-52.73,-313.21,13.05,12.65,12.4,-0.29973607,-2.491041056,-4.767845994,-18.55784599
632,2019-05-29,4.2,14.9,5.2,14.8,6.2,-39.43,-52.72,-313.15,11.05,11.75,10.4,-0.29973607,-2.491041056,-4.767845994,-18.55784599
633,2019-05-30,13.0,11.1,34.4,21.6,6.0,-39.43,-52.72,-313.04,10.7,10.55,10.75,-0.29973607,-2.491041056,-4.767845994,-18.55784599
634,2019-05-31,0.0,0.0,0.4,0.0,0.0,-39.43,-52.72,-312.99,11.85,11.1,12.0,-0.29973607,-2.491041056,-4.767845994,-18.55784599
635,2019-06-01,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.96,15.0,14.5,14.3,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
636,2019-06-02,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.95,18.05,17.2,18.4,-0.312257692,-2.450719872,-4.956382222,-18.31052167
637,2019-06-03,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.92,20.1,16.85,17.45,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
638,2019-06-04,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.9,19.0,15.95,18.2,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
639,2019-06-05,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.89,18.2,16.3,17.5,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
640,2019-06-06,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.84,16.5,14.7,14.9,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
641,2019-06-07,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.77,17.35,16.5,16.85,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
642,2019-06-08,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.71,22.95,21.15,21.45,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
643,2019-06-09,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.69,23.55,20.75,21.6,-0.312257692,-2.450719872,-4.956382222,-18.31052167
644,2019-06-10,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.72,24.25,22.45,22.45,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
645,2019-06-11,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.72,21.6,19.55,21.1,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
646,2019-06-12,0.0,0.0,0.0,0.0,0.0,-39.43,-52.72,-312.68,21.1,19.1,19.75,-0.328692308,-2.579705128,-5.217244443999999,-19.27423333
